data,y_pred,y_test
"gethttp://localhost:8080/tienda1/global/menum.jsp gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=kawahara&password=coposes+or&nombre=leopolda&apellidos=rojo&email=yegorova@onlinegratis.aq&dni=26857148w&direccion=c/+poetisa+juana+luna+135,+5-g&ciudad=robledo,+el&cp=17132&provincia=c�ceres&ntc=1013839255415195&b1=registrar gethttp://localhost:8080/tienda1/miembros/salir.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg",normal,normal
gethttp://localhost:8080/tienda1/publico/carrito.jsp posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=licia&pwd=f983ga2783&remember=on&b1=entrar gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,normal,normal
posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=tanglao&pwd=veri5icat1va&remember=on&b1=entrar gethttp://localhost:8080/tienda1/imagenes/3.gif posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=francois&password=patay&nombre=gina&apellidos=rofes&email=brando@elsentidodelavida.lc&dni=61877469v&direccion=hoyo+higueron+32+3-f&ciudad=herrer�a&cp=08880&provincia=sevilla&ntc=6691710338743371&b1=registrar gethttp://localhost:8080/tienda1/miembros/index.jsp gethttp://localhost:8080/tienda1/publico/productos.jsp,normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/global/creditos.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,normal,normal
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=82&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,normal,normal
"gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg gethttp://localhost:8080/tienda1/publico/miembros.jsp gethttp://localhost:8080/tienda1/imagenes/logo.gif gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=fitness&password=tripicallero&nombre=mar�a&apellidos=lesaca+clar�&email=nixon@chinavende.bw&dni=99631010r&direccion=torrent+de+can+besora,+68+&ciudad=higuera&cp=42141&provincia=c�rdoba&ntc=4809909158427521&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/global/estilos.css gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=39&cantidad=89&b1=a�adir+al+carrito,normal,normal
gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif gethttp://localhost:8080/tienda1/global/titulo.jsp posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/imagenes/3.gif,normal,normal
gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8167&b1=confirmar posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/imagenes/logo.gif,normal,normal
gethttp://localhost:8080/tienda1/imagenes/logo.gif posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9362&b1=pasar+por+caja posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=mikel&pwd=atrazar&remember=off&b1=entrar gethttp://localhost:8080/tienda1/index.jsp,normal,normal
"posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/publico/productos.jsp posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=scotty&pwd=8ib6a&remember=off&b1=entrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=denys&password=jacarandina&nombre=idelfonsa&apellidos=monsalve+almada&email=dinelli@alcantarapartners.mt&dni=47270196k&direccion=antigua+de+ancora+s/n,+&ciudad=sariego&cp=31383&provincia=vizcaya&ntc=4808731272531869&b1=registrar posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=bekki&password=retinte&nombre=harry&apellidos=capella+gorr�n&email=gunner@piaceredelivery.kw&dni=78532141k&direccion=isabel+la+catolica,+34+&ciudad=ribera+d'ondara&cp=08250&provincia=ourense&ntc=7930754215612383&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3064&b1=confirmar gethttp://localhost:8080/tienda1/global/menum.jsp gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/global/menum.jsp posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=turus&pwd=e2toc8da&remember=off&b1=entrar,normal,normal
gethttp://localhost:8080/tienda1/imagenes/3.gif posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/miembros/fotos.jsp,normal,normal
gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=85&cantidad=34&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=juli&pwd=03nte99era&remember=on&b1=entrar posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/global/creditos.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=mizerk&pwd=balitear&remember=off&b1=entrar,normal,normal
gethttp://localhost:8080/tienda1/publico/carrito.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8916&b1=confirmar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=lescot&pwd=jengibre&remember=off&b1=entrar gethttp://localhost:8080/tienda1/imagenes/1.gif,normal,normal
posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=saleh&pwd=prec3+s&remember=on&b1=entrar posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=mckee&password=a98a60az90&nombre=elivio&apellidos=martell+canasa&email=blomfield@enlanzarote.com.al&dni=78360619x&direccion=carretera+de+ribadesella+a+canero+68+10-g&ciudad=villavaquer�n&cp=10739&provincia=soria&ntc=8323552403219603&b1=registrar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/miembros/index.jsp,normal,normal
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=100&cantidad=58&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=mame&pwd=alar1ado0&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+rioja&precio=39&cantidad=38&b1=a�adir+al+carrito,normal,normal
"gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=yardy&password=emberrincharse&nombre=duilio&apellidos=thimeos+siurana&email=pacheco_cox4@frenchpolynesia.com.ru&dni=81784894e&direccion=calle+salvador+de+madariaga+s/n,+&ciudad=torre,+la&cp=09128&provincia=lleida&ntc=7159056780538837&b1=registrar gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg",normal,normal
gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/publico/productos.jsp gethttp://localhost:8080/tienda1/miembros/salir.jsp gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/global/menum.jsp,normal,normal
gethttp://localhost:8080/tienda1/index.jsp posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=100&cantidad=61&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=o.donnel&password=se1ns9tam9nte&nombre=eluney&apellidos=sancarranco+cantabella&email=foa@mcrspain.lr&dni=50757533y&direccion=c/+valero+bermejo+190+12c&ciudad=robledillo+de+la+jara&cp=18517&provincia=segovia&ntc=1931146667216173&b1=registrar posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/imagenes/logo.gif,normal,normal
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+rioja&precio=39&cantidad=38&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1 gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg gethttp://localhost:8080/tienda1/global/estilos.css gethttp://localhost:8080/tienda1/global/titulo.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=delbret&password=a2b66r5z&nombre=idefonsa&apellidos=capella+gorr�n&email=montagnani_walling@am-si.sh&dni=35093869d&direccion=aragon+24+12?a&ciudad=arnedo&cp=23628&provincia=alicante&ntc=8936821736408974&b1=registrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1656&b1=confirmar gethttp://localhost:8080/tienda1/imagenes/logo.gif gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,normal,normal
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=277&b1=confirmar gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/imagenes/2.gif,normal,normal
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=cremer&pwd=mercador&remember=on&b1=entrar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=beatty64&pwd=propaganda&remember=off&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4092&b1=pasar+por+caja posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=stavro&password=bebedizo&nombre=alessandro&apellidos=culubret+lluss�&email=broaddus@inversioneolica.eu&dni=75916349l&direccion=pla�a+del+pi+verd+84+10b&ciudad=alcorisa&cp=19115&provincia=lugo&ntc=4300788041091326&b1=registrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=26&b1=a�adir+al+carrito,normal,normal
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=kokosopo&password=c09so18&nombre=pa�l&apellidos=remax+ondetti&email=alferova@tacticlinks.com.af&dni=81887613t&direccion=calle+montesol+30,+&ciudad=borox&cp=50344&provincia=zaragoza&ntc=2408203137238243&b1=registrar gethttp://localhost:8080/tienda1/publico/productos.jsp gethttp://localhost:8080/tienda1/global/creditos.jsp gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=halpin&password=apo4l936ca&nombre=giovanni&apellidos=riedel+villaplana&email=bancroft@lawn.mc&dni=15680534p&direccion=c/+albaida,+165,+2-a&ciudad=cella&cp=28505&provincia=almer�a&ntc=7611183184008981&b1=registrar gethttp://localhost:8080/tienda1/index.jsp",normal,normal
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+rioja&precio=39&cantidad=73&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/miembros.jsp gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/miembros/index.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2417&b1=pasar+por+caja gethttp://localhost:8080/tienda1/global/titulo.jsp,normal,normal
gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,normal,normal
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=vivie4&password=descarada&nombre=lian&apellidos=baeza+redon&email=colosse@velaconsultores.gob&dni=85640413m&direccion=c/+san+juan+bautista+66,+1?f&ciudad=fuente+de+pedro+naharro&cp=24410&provincia=le�n&ntc=1710045357867718&b1=registrar gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1 gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg gethttp://localhost:8080/tienda1/global/estilos.css",normal,normal
posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1 gethttp://localhost:8080/tienda1/imagenes/2.gif gethttp://localhost:8080/tienda1/index.jsp posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,normal,normal
"posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=horatio&password=b�l!teo&nombre=noem�&apellidos=ponsati+puratic&email=vladimirov@saludyfitness.br&dni=31358386w&direccion=burgos,+40,+7?a&ciudad=geria&cp=18347&provincia=valladolid&ntc=6368525574749403&b1=registrar gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg",normal,normal
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=39&cantidad=10&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=lock&password=or5ina8ia&nombre=mae&apellidos=velichcanich+pairot&email=pente@maxitienda.ms&dni=00033926r&direccion=calle+cierzo+126+&ciudad=ob�n&cp=06196&provincia=�lava&ntc=5658181511648002&b1=registrar gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg gethttp://localhost:8080/tienda1/global/menum.jsp,normal,normal
"gethttp://localhost:8080/tienda1/global/creditos.jsp posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1447&b1=pasar+por+caja gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=maurizio&password=desaplomar&nombre=nuri&apellidos=forniele+calmet&email=elwes@enla.nu&dni=58439631n&direccion=da+roseira+s/n,+7a&ciudad=pobladura+de+pelayo+garc�a&cp=16216&provincia=burgos&ntc=9553145655570533&b1=registrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=bauer&password=p41did3m31te&nombre=ele�zaro&apellidos=felip+campos&email=gere.pratsch-kaufmann@rubirubi.sj&dni=50239662a&direccion=glorieta+pastrana,+17+1-b&ciudad=villavendimio&cp=42113&provincia=�vila&ntc=2243766198035370&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=39&cantidad=45&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=shuman6&password=zool�7ic1&nombre=gisela&apellidos=boccaccini+basart&email=butalov0@lettere.dm&dni=61323691x&direccion=alfredo+calderon+136+&ciudad=poblaci�n+de+arroyo&cp=10817&provincia=burgos&ntc=8833519281549056&b1=registrar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,normal,normal
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=39&cantidad=45&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3598&b1=pasar+por+caja gethttp://localhost:8080/tienda1/publico/productos.jsp,normal,normal
posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7340&b1=pasar+por+caja gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=terencio&pwd=ag2u7a&remember=off&b1=entrar gethttp://localhost:8080/tienda1/imagenes/1.gif posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,normal,normal
posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/global/creditos.jsp gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,normal,normal
gethttp://localhost:8080/tienda1/global/menum.jsp gethttp://localhost:8080/tienda1/publico/productos.jsp gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2 gethttp://localhost:8080/tienda1/global/menum.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,normal,normal
gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=alan4&password=emp34h82o&nombre=olaf&apellidos=catll�&email=killan@923.fr&dni=42301351g&direccion=calle+de+joan+miro+s/n+&ciudad=rubena&cp=24206&provincia=tarragona&ntc=0381931472623301&b1=registrar gethttp://localhost:8080/tienda1/publico/productos.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/publico/miembros.jsp gethttp://localhost:8080/tienda1/imagenes/3.gif posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=yee&pwd=hac228ej7&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=beaule&pwd=envelar&remember=on&b1=entrar,normal,normal
"gethttp://localhost:8080/tienda1/global/estilos.css posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg gethttp://localhost:8080/tienda1/global/creditos.jsp posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=dobbing3&password=abiet�ceo&nombre=am�n&apellidos=forn+g�ndara&email=wilson@autoconstruccion.fi&dni=74132716j&direccion=calle+valencia+de+don+juan+161,+7?d&ciudad=pedrosas,+las&cp=12163&provincia=�vila&ntc=6742076773015534&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=albertei6&pwd=requilorio&remember=on&b1=entrar gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/miembros/salir.jsp gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/publico/miembros.jsp,normal,normal
"gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=baer&password=tro8e0e1!0&nombre=gil&apellidos=durbahn&email=seaman@salaparis.ws&dni=42773884w&direccion=calle+profesor+angel+lacalle,+s/n,+&ciudad=viso+de+san+juan,+el&cp=26586&provincia=soria&ntc=0671271356251463&b1=registrar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=doretta5&pwd=inofensiva&remember=off&b1=entrar gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/index.jsp",normal,normal
"gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg gethttp://localhost:8080/tienda1/global/estilos.css gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=deforeit&pwd=a99b3do&remember=on&b1=entrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=oestreic&password=f399ici0&nombre=ginette&apellidos=cabada+ferrus&email=nix@quecole.vc&dni=16471396s&direccion=calle+lindachiquia+141+3?e&ciudad=san+bartolom�+de+las+abiertas&cp=40444&provincia=cuenca&ntc=0085184895968394&b1=registrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=stanleig&password=valvular&nombre=samanta&apellidos=comalada&email=sicotte@sevach.yu&dni=47901295t&direccion=c/+la+magdalena+187,+&ciudad=castell-platja+d'aro&cp=46837&provincia=guadalajara&ntc=6716283137486863&b1=registrar",normal,normal
"gethttp://localhost:8080/tienda1/publico/productos.jsp gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=piel&password=alb6rr�neo&nombre=erich&apellidos=kukier+policastro&email=piggott@firstchoicecoffee.gq&dni=81667398x&direccion=c/+rosario+192+2?b&ciudad=lapa,+la&cp=01212&provincia=guip�zcoa&ntc=6144624878722444&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=marschew&pwd=1138illo&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/productos.jsp",normal,normal
gethttp://localhost:8080/tienda1/global/menum.jsp gethttp://localhost:8080/tienda1/imagenes/2.gif gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=39&cantidad=88&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/index.jsp gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam�n+ib�rico&precio=100&cantidad=98&b1=a�adir+al+carrito,normal,normal
gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/miembros/salir.jsp gethttp://localhost:8080/tienda1/global/titulo.jsp gethttp://localhost:8080/tienda1/global/titulo.jsp,normal,normal
"gethttp://localhost:8080/tienda1/index.jsp gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=crosby&password=to85lo372&nombre=mat�as&apellidos=carbonell+calvet&email=addie@logiteclines.zm&dni=78218686x&direccion=san+ildefonso+133,+&ciudad=toro&cp=19244&provincia=salamanca&ntc=8928022470323777&b1=registrar gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=85&cantidad=28&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/miembros.jsp posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas",normal,normal
"gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=lorletha&password=romano&nombre=cristo&apellidos=borb�n+bascomta&email=davids@chuecafamily.gov&dni=57417611c&direccion=manuel+arnus,+151+9?b&ciudad=barro&cp=44706&provincia=vizcaya&ntc=7730856749924883&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3499&b1=pasar+por+caja gethttp://localhost:8080/tienda1/global/menum.jsp",normal,normal
"gethttp://localhost:8080/tienda1/global/creditos.jsp gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1 posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=grodecki&password=35is117r&nombre=rhett&apellidos=zurueta+olarte&email=ridgeley_fechner@be�esmer.ye&dni=19255762r&direccion=santa+agueda+54,+1?c&ciudad=jaraicejo&cp=48102&provincia=huesca&ntc=9797161679933006&b1=registrar gethttp://localhost:8080/tienda1/imagenes/1.gif gethttp://localhost:8080/tienda1/global/estilos.css",normal,normal
"gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=levitin&password=hemisfero&nombre=roquelina&apellidos=zayas+vadillo&email=jellison@acch-portugal.uk&dni=61676468j&direccion=calle+pago+de+la+serrana+109,+11?a&ciudad=palma+de+cervell�,+la&cp=10250&provincia=almer�a&ntc=0527381182420490&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6408&b1=pasar+por+caja gethttp://localhost:8080/tienda1/miembros/fotos.jsp gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=cybotech&pwd=escobado&remember=off&b1=entrar",normal,normal
"gethttp://localhost:8080/tienda1/imagenes/3.gif posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=pospisil&pwd=99eja36r9a&remember=on&b1=entrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=currey99&password=02ap36o5473&nombre=teresa&apellidos=vi�es+canales&email=fazenda_heigh@unanuevavisionenortodoncia.gh&dni=90179643r&direccion=dels+segons+jocs+mediterranis+86,+3-h&ciudad=casarejos&cp=13750&provincia=teruel&ntc=7548043709154269&b1=registrar gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg gethttp://localhost:8080/tienda1/publico/productos.jsp",normal,normal
gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/imagenes/3.gif gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg gethttp://localhost:8080/tienda1/publico/productos.jsp,normal,normal
